unoperculated |Destitute of an operculum, or cover.
unspecialized |Not specialized; specifically (Biol.), not adapted, or set apart, for any particular purpose or function; as, an unspecialized unicellular organism. W. K. Brooks.
unsped |Not performed; not dispatched. [Obs.] Garth.
unspell |To break the power of (a spell); to release (a person) from the influence of a spell; to disenchant. [R.] Such practices as these, . . . The more judicious Israelites unspelled. Dryden.
unsphere |To remove, as a planet, from its sphere or orb. Shak.
unspike |To remove a spike from, as from the vent of a cannon.
unspilt |Not spilt or wasted; not shed.
unspin |To untwist, as something spun.
unspirit |To dispirit. [Obs.] Sir W. Temple.
unspiritalize |To deprive of spiritually. South.
unspleened |Deprived of a spleen.
unspotted |Not spotted; free from spot or stain; especially, free from moral stain; unblemished; immaculate; as, an unspotted reputation. -- Un*spot\"ted*ness, n.
unsquire |To divest of the title or privilege of an esquire. Swift.
unstable |Not stable; not firm, fixed, or constant; subject to change or overthrow. -- Un*sta\"ble*ness, n. Chaucer. Unstable equilibrium. See Stable equilibrium, under Stable.
unstack |To remove, or take away, from a stack; to remove, as something constituting a stack.
unstarch |To free from starch; to make limp or pliable.
unstate |To deprive of state or dignity. [R.] High-battled Cæsar will unstate his happiness. Shak.
unsteel |To disarm; to soften. Richardson.
unstep |To remove, as a mast, from its step.
unstick |To release, as one thing stuck to another. Richardson.
unstill |Not still; restless. [R.]
unsting |To disarm of a sting; to remove the sting of. [R.] \"Elegant dissertations on virtue and vice . . . will not unsting calamity.\" J. M. Mason.
unstitch |To open by picking out stitches; to take out, or undo, the stitches of; as, to unstitch a seam. Collier.
unstock |1. To deprive of a stock; to remove the stock from; to loose from that which fixes, or holds fast. 2. To remove from the stocks, as a ship.
unstockinged |1. Etym: [Pref. un- not + stocking.]  Destitute of stockings. Sir W. Scott. 2. Etym: [1st pref. un- + stocking.]  Deprived of stockings.
unstop |1. To take the stopple or stopper from; as, to unstop a bottle or a cask. 2. To free from any obstruction; to open.
unstrain |To relieve from a strain; to relax. B. Jonson.
unstrained |1. Not strained; not cleared or purified by straining; as, unstrained oil or milk. 2. Not forced; easy; natural; as, a unstrained deduction or inference. Hakewill.
unstratified |Not stratified; -- applied to massive rocks, as granite, porphyry, etc., and also to deposits of loose material, as the glacial till, which occur in masses without layers or strata.
unstrength |Want of strength; weakness; feebleness. [Obs.] Wyclif.
unstriated |Nonstriated; unstriped.
unstring |1. To deprive of a string or strings; also, to take from a string; as, to unstring beads. 2. To loosen the string or strings of; as, to unstring a harp or a bow. 3. To relax the tension of; to loosen. \"His garland they unstring.\" Dryden.  Used also figuratively; as, his nerves were unstrung by fear.
unstriped |1. Not striped. 2. (Nat. Hist.)  Without marks or striations; nonstriated; as, unstriped muscle fibers.
unstudied |1. Not studied; not acquired by study; unlabored; natural. 2. Not skilled; unversed; -- followed by in. 3. Not spent in study. [Obs.] \"To cloak the defects of their unstudied years.\" Milton.
unsubstantial |Lacking in matter or substance; visionary; chimerical.
unsubstantialize |To make unsubstantial. [R.]
unsubstantiation |A divesting of substantiality.
unsucceedable |Not able or likely to succeed. [Obs.] Sir T. Browne.
unsuccess |Want of success; failure; misfortune. Prof. Wilson.
unsuccessful |Not successful; not producing the desired event; not fortunate; meeting with, or resulting in, failure; unlucky; unhappy. -- Un`suc*cess\"ful*ly, adv. -- Un`suc*cess\"ful*ness, n.
unsufferable |Insufferable. [Obs.] Hooker. -- Un*suf\"fer*a*bly, adv. [Obs.]
unsuffering |Inability or incapability of enduring, or of being endured. [Obs.] Wyclif.
unsufficience |Insufficiency. [Obs.] Hooker.
unsufficiency |Insufficiency. [Obs.] Hooker.
unsufficient |Insufficient. [Obs.]
unsuit |Not to suit; to be unfit for. [Obs.] Quarles.
unsupportable |Insupportable; unendurable. -- Un`sup*port\"a*ble*ness, n. Bp. Wilkins. -- Un`sup*port\"a*bly, adv.
unsured |Not made sure. [Obs.] Thy now unsured assurance to the crown. Shak.
unsurety |Want of surety; uncertainty; insecurity; doubt. [Obs.] Sir T. More.
unsurmountable |Insurmountable. Locke.
unsuspicion |The quality or state of being unsuspecting. Dickens.
unswaddle |To take a swaddle from; to unswathe.
unswathe |To take a swathe from; to relieve from a bandage; to unswaddle. Addison.
unswayable |Not capable of being swayed. Shak.
unswear |To recant or recall, as an oath; to recall after having sworn; to abjure. J. Fletcher.\n\nTo recall an oath. Spenser.
unsweat |To relieve from perspiration; to ease or cool after exercise or toil. [R.] Milton.
unswell |To sink from a swollen state; to subside. [Obs.] Chaucer.
unsymmetrical |1. Wanting in symmetry, or due proportion pf parts. 2. (Biol.)  Not symmetrical; being without symmetry, as the parts of a flower when similar parts are of different size and shape, or when the parts of successive circles differ in number. See Symmetry. 3. (Chem.)  Being without symmetry of chemical structure or relation; as, an unsymmetrical carbon atom. Unsymmetrical carbon atom (Chem.), one which is united at once to four different atoms or radicals. This condition usually occasions physical isomerism, with the attendant action on polarized light.
unsymmetrically |Not symmetrically.
unsympathy |Absence or lack of sympathy.
untack |To separate, as what is tacked; to disjoin; to release. being untacked from honest cares. Barrow.
untackle |To unbitch; to unharness. [Colloq.] Tusser.
untalked |Not talked; not mentioned; -- often with of. Shak.
untangibility |Intangibility.
untangible |Intangible. [R.]
untangibly |Intangibly. [R.]
untangle |To loose from tangles or intricacy; to disentangle; to resolve; as, to untangle thread. Untangle but this cruel chain. Prior.
untappice |to come out of concealment. [Obs.] Massinger.
untaste |To deprive of a taste for a thing. [R.] Daniel.
unteach |1. To cause to forget, or to lose from memory, or to disbelieve what has been taught. Experience will unteach us. Sir T. Browne. One breast laid open were a school Which would unteach mankind the lust to shine or rule. Byron. 2. To cause to be forgotten; as, to unteach what has been learned. Dryden.
unteam |To unyoke a team from. [R.] Jer. Taylor.
untemper |To deprive of temper, or of the proper degree of temper; to make soft.
untemperate |Intemperate. [Obs.]
untemperately |Intemperately. [Obs.]
untempter |One who does not tempt, or is not a tempter. [Obs.] Wyclif.
untenant |To remove a tenant from. [R.] Coleridge.
untent |To bring out of a tent. [R.] Shak.
untented |Having no tent or tents, as a soldier or a field.\n\nNot tended; not dressed. See 4th Tent. The untented woundings of a father's curse Pierce every sense about thee! Shak.
unthank |No thanks; ill will; misfortune. [Obs.] Unthank come on his head that bound him so. Chaucer.
unthink |To recall or take back, as something thought. Shak.
unthinker |A person who does not think, or does not think wisely.
unthinking |1. Not thinking; not heedful; thoughtless; inconsiderate; as, unthinking youth. 2. Not indicating thought or reflection; thoughtless. With earnest eyes, and round unthinking face, He first the snuffbox opened, then the case. Pope. -- Un*think\"ing*ly, adv. -- Un*think\"ing*ness, n.
unthread |1. To draw or take out a thread from; as, to unthread a needle. 2. To deprive of ligaments; to loose the ligaments of. He with his bare wand can unthread thy joints. Milton. 3. To make one's way through; to traverse; as, to unthread a devious path. De Quincey.
unthrift |1. Want of thrift; untriftiness; prodigality. 2. An unthrifty. [Obs.] Dryden.\n\nUnthrifty. [Obs.]
unthriftfully |Not thriftily. [Obs.] \"Unthriftfully spent.\" Sir J. Cheke.
unthriftihead |Untriftiness. [Obs.] Spenser.
unthriftihood |Untriftiness. [Obs.] Spenser.
unthriftily |1. Not thriftily. 2. Improperly; unbecomingly. [Obs.] Chaucer.
unthriftiness |The quality or state or being unthrifty; profuseness; lavishness. Udall.
unthrifty |Not thrifty; profuse. Spenser.
unthrone |To remove from, or as from, a throne; to dethrone. Milton.
untidy |1. Unseasonable; untimely. [Obs.] \"Untidy tales.\" Piers Plowman. 2. Not tidy or neat; slovenly. -- Un*ti\"di*ly, adv. -- Un*ti\"di*ness, n.
untie |1. To loosen, as something interlaced or knotted; to disengage the parts of; as, to untie a knot. Sacharissa's captive fain Would untie his iron chain. Waller. Her snakes untied, sulphurous waters drink. Pope. 2. To free from fastening or from restraint; to let loose; to unbind. Though you untie the winds, and let them fight Against the churches. Shak. All the evils of an untied tongue we put upon the accounts of drunkenness. Jer. Taylor. 3. To resolve; to unfold; to clear. They quicken sloth, perplexities untie. Denham.\n\nTo become untied or loosed.
untighten |To make less tight or tense; to loosen.
until |1. To; unto; towards; -- used of material objects. Chaucer. Taverners until them told the same. Piers Plowman. He roused himself full blithe, and hastened them until. Spenser. 2. To; up to; till; before; -- used of time; as, he staid until evening; he will not come back until the end of the month. He and his sons were priests to the tribe of Dan until the day of the captivity. Judg. xviii. 30. Note: In contracts and like documents until is construed as exclusive of the date mentioned unless it was the manifest intent of the parties to include it.\n\nAs far as; to the place or degree that; especially, up to the time that; till. See Till, conj. In open prospect nothing bounds our eye, Until the earth seems joined unto the sky. Dryden. But the rest of the dead lives not again until the thousand years were finished. Rev. xx. 5.
untile |To take the tiles from; to uncover by removing the tiles.
untime |An unseasonable time. [Obs.] A man shall not eat in untime. Chaucer.
untimeliness |Unseasonableness.
untimely |Not timely; done or happening at an unnatural, unusual, or improper time; unseasonable; premature; inopportune; as, untimely frosts; untimely remarks; an untimely death.\n\nOut of the natural or usual time; inopportunely; prematurely; unseasonably. \"Let them know . . . what's untimely done.\" Shak.
untimeous |Untimely. [R.] Sir W. Scott.
untimeously |Untimely; unseasonably. [R.]
untithed |Not subjected tithes.
untitled |1. Not titled; having no title, or appellation of dignity or distinction. Spenser. 2. Being without title or right; not entitled. Shak.
unto |1. To; -- now used only in antiquated, formal, or scriptural style. See To. 2. Until; till. [Obs.] \"He shall abide it unto the death of the priest.\" Num. xxxv. 25.\n\nUntil; till. [Obs.] \"Unto this year be gone.\" Chaucer.
untold |1. Not told; not related; not revealed; as, untold secrets. 2. Not numbered or counted; as, untold money.
untolerable |Intolerable. [Obs.]
untomb |To take from the tomb; to exhume; to disinter. Fuller.
untongue |To deprive of a tongue, or of voice. [Obs.] Fuller.
untooth |To take out the teeth of. Cowper.
untoward |Toward. [Obs.] Gower.\n\n1. Froward; perverse. \"Save yourselves from this untoward generation.\" Acts ii. 40. 2. Awkward; ungraceful. \"Untoward words.\" Creech. \"Untoward manner.\" Swift. 3. Inconvenient; troublesome; vexatious; unlucky; unfortunate; as, an untoward wind or accident. -- Un*to\"ward*ly, adv. -- Un*to\"ward*ness, n.
untowardly |Perverse; froward; untoward. \"Untowardly tricks and vices.\" Locke.
untraded |1. Not dealt with in trade; not visited for purposes of trade. [Obs.] Hakluyt 2. Unpracticed; inexperienced. [Obs.] Udall. 3. Not traded in or bartered; hence, not hackneyed; unusual; not common. Shak.
untrained |1. Not trained. Shak. 2. Not trainable; indocile. [Obs.] Herbert.
untrammeled |Not hampered or impeded; free. [Written also untrammelled.]
untraveled |1. Not traveled; not trodden by passengers; as, an untraveled forest. 2. Having never visited foreign countries; not having gained knowledge or experience by travel; as, an untraveled Englishman. Addison.
untread |To tread back; to retrace. Shak.
untreasure |To bring forth or give up, as things previously treasured. \"The quaintness with which he untreasured, as by rote, the stores of his memory.\" J. Mitford.
untreasured |1. Etym: [Properly p. p. of untreasure.]  Deprived of treasure. [Obs.] Shak. 2. Etym: [Pref. un- not + treasured.]  Not treasured; not kept as treasure.
untreatable |Incapable of being treated; not practicable. [R.] Dr. H. More.
untrenched |Being without trenches; whole; intact. [Obs.]
untressed |Not tied up in tresses; unarranged; -- said of the hair. Chaucer.
untrowable |Incredible. [Obs.] \"Untrowable fairness.\" Wyclif.
untrue |1. Not true; false; contrary to the fact; as, the story is untrue. 2. Not faithful; inconstant; false; disloyal. Chaucer.\n\nUntruly. [Obs. or Poetic] Chaucer.
untruism |Something not true; a false statement. [Recent & R.] A. Trollope.
untrunked |Separated from its trunk or stock. [Obs.]
untruss |To loose from a truss, or as from a truss; to untie or unfasten; to let out; to undress. [R.] Dryden.\n\nOne who untrussed persons for the purpose of flogging them; a public whipper. [Obs.] B. Jonson.
untrusser |One who untrussed persons for the purpose of flogging them; a public whipper. [Obs.] B. Jonson.
untrust |Distrust. [Obs.] Chaucer.
untrustful |1. Not trustful or trusting. 2. Not to be trusted; not trusty. [R.] Sir W. Scott.
untruth |1. The quality of being untrue; contrariety to truth; want of veracity; also, treachery; faithlessness; disloyalty. Chaucer. 2. That which is untrue; a false assertion; a falsehood; a lie; also, an act of treachery or disloyalty. Shak. Syn. -- Lie; falsehood. See Lie.
untruthful |Not truthful; unveracious; contrary to the truth or the fact. -- Un*truth\"ful*ly, adv. -- Un*truth\"ful*ness, n.
untuck |To unfold or undo, as a tuck; to release from a tuck or fold.
untune |To make incapable of harmony, or of harmonious action; to put out of tune. Shak.
unturn |To turn in a reserve way, especially so as to open something; as, to unturn a key. Keats.
unturned |Not turned; not revolved or reversed. To leave no stone unturned, to leave nothing untried for accomplishing one's purpose. [He] left unturned no stone To make my guilt appear, and hide his own. Dryden.
untwain |To rend in twain; to tear in two. [Obs.] Skelton.
untwine |To untwist; to separate, as that which is twined or twisted; to disentangle; to untie. It requires a long and powerful counter sympathy in a nation to untwine the ties of custom which bind a people to the established and the old. Sir W. Hamilton.\n\nTo become untwined. Milton.
untwirl |To untwist; to undo. Ash.
untwist |1. To separate and open, as twisted threads; to turn back, as that which is twisted; to untwine. If one of the twines of the twist do untwist, The twine that untwisteth, untwisteth the twist. Wallis. 2. To untie; to open; to disentangle. Milton.
unty |To untie. [Archaic] Young.
unusage |Want or lack of usage. [Obs.] Chaucer.
unused |1. Not used; as, an unused book; an unused apartment. 2. Not habituated; unaccustomed. Unused to bend, impatient of control. Thomson.
unusual |Not usual; uncommon; rare; as, an unusual season; a person of unusual grace or erudition. -- Un*u\"su*al*ly, adv. -- Un*u\"su*al*ness, n.
unusuality |Unusualness. Poe.
unutterable |Not utterable; incapable of being spoken or voiced; inexpressible; ineffable; unspeakable; as, unutterable anguish. Sighed and looked unutterable things. Thomson. -- Un*ut\"ter*a*ble*ness, n. -- Un*ut\"ter*a*bly, adv.
unvail |See Unveil.
unvaluable |1. Invaluable; being beyond price. [Obs.] South. 2. Not valuable; having little value. [R.] T. Adams.
unvalued |1. Not valued; not appraised; hence, not considered; disregarded; valueless; as, an unvalued estate. \"Unvalued persons.\" Shak. 2. Having inestimable value; invaluable. [Obs.] The golden apples of unvalued price. Spenser.
unvariable |Invariable. Donne.
unveil |To remove a veil from; to divest of a veil; to uncover; to disclose to view; to reveal; as, she unveiled her face.\n\nTo remove a veil; to reveal one's self.
unveiler |One who removes a veil.
unveracity |Want of veracity; untruthfulness; as, unveracity of heart. Carlyle.
unvessel |To cause to be no longer a vessel; to empty. [Obs.] Ford.
unvicar |To deprive of the position or office a vicar. [R.] Strype.
unviolable |Inviolable.
unvisard |To take the vizard or mask from; to unmask. [Written also unvizard.] [Obs.] Milton.
unvisible |Invisible. [Obs.] Wyclif.
unvisibly |Invisibly. [Obs.]
unvitiated |Not vitiated; pure.
unvoluntary |Involuntary. [Obs.] Fuller.
unvote |To reverse or annul by vote, as a former vote. [R.] Bp, Burnet.
unvoweled |Having no vowel sounds or signs. [Written also unvowelled.] Skinner.
unvulgarize |To divest of vulgarity; to make to be not vulgar. Lamb.
unvulnerable |Invulnerable. [Obs.]
unware |1. Unaware; not foreseeing; being off one's guard. [Obs.] Chaucer. Fairfax. 2. Happening unexpectedly; unforeseen. [Obs.] The unware woe of harm that cometh behind. Chaucer. -- Un*ware\"ly, adv. [Obs.] -- Un*ware\"ness, n. [Obs.]
unwares |Unawares; unexpectedly; -- sometimes preceded by at. [Obs.] Holinshed.
unwarily |In an unwary manner.
unwariness |The quality or state of being unwary; carelessness; heedlessness.
unwarm |To lose warmth; to grow cold. [R.]
unwarp |To restore from a warped state; to cause to be linger warped.
unwarped |Not warped; hence, not biased; impartial.
unwarrantable |Not warrantable; indefensible; not vindicable; not justifiable; illegal; unjust; improper. -- Un*war\"rant*a*ble*ness, n. -- Un*war\"rant*a*bly, adv.
unwarranted |Not warranted; being without warrant, authority, or guaranty; unwarrantable.
unwary |1. Not vigilant against danger; not wary or cautious; unguarded; precipitate; heedless; careless. 2. Unexpected; unforeseen; unware. [Obs.] Spenser.
unwashed |Not washed or cleansed; filthy; unclean.
unwashen |Not washed. [Archaic] \"To eat with unwashen hands.\" Matt. xv. 20.
unwayed |1. Not used to travel; as, colts that are unwayed. [Obs.] Suckling. 2. Having no ways or roads; pathless. [Obs.] Wyclif.
