entend |To attend to; to apply one's self to. [Obs.] Chaucer.
envie |To vie; to emulate; to strive. [Obs.] Spenser.
envier |One who envies; one who desires inordinately what another possesses.
envigor |To invigorate. [Obs.]
envious |1. Malignant; mischievous; spiteful. [Obs.] Each envious brier his weary legs doth scratch. Shak. 2. Feeling or exhibiting envy; actuated or directed by, or proceeding from, envy; -- said of a person, disposition, feeling, act, etc.; jealously pained by the excellence or good fortune of another; maliciously grudging; -- followed by of, at, and against; as, an envious man, disposition, attack; envious tongues. My soul is envious of mine eye. Keble. Neither be thou envious at the wicked. Prov. xxiv. 19. 3. Inspiring envy. [Obs. or Poetic] He to him leapt, and that same envious gage Of victor's glory from him snatched away. Spenser. 4. Excessively careful; cautious. [Obs.] No men are so envious of their health. Jer. Taylor. -- En\"vi*ous*ly, adv. -- En\"vi*ous*ness, n.
environ |To surround; to encompass; to encircle; to hem in; to be round about; to involve or envelop. Dwelling in a pleasant glade, With mountains round about environed. Spenser. Environed he was with many foes. Shak. Environ me with darkness whilst I write. Donne.\n\nAbout; around. [Obs.] Lord Godfrey's eye three times environ goes. Fairfax.
environment |1. Act of environing; state of being environed. 2. That which environs or surrounds; surrounding conditions, influences, or forces, by which living forms are influenced and modified in their growth and development. It is no friendly environment, this of thine. Carlyle.
environs |The parts or places which surround another place, or lie in its neighborhood; suburbs; as, the environs of a city or town. Chesterfield.
envisage |To look in the face of; to apprehend; to regard. [R.] Keats. From the very dawn of existence the infant must envisage self, and body acting on self. McCosh.
envisagement |The act of envisaging.
envolume |To form into, or incorporate with, a volume. [R.]
envolup |To wrap up; to envelop. [Obs.] Chaucer.
envoy |1. One dispatched upon an errand or mission; a messenger; esp., a person deputed by a sovereign or a government to negotiate a treaty, or transact other business, with a foreign sovereign or government; a minister accredited to a foreign government. An envoy's rank is below that of an ambassador. 2. Etym: [F. envoi, fr. envoyer to send.]  An explanatory or commendatory postscript to a poem, essay, or book; -- also in the French from, l'envoi. The envoy of a ballad is the \"sending\" of it forth. Skeat.
envoyship |The office or position of an envoy.
envy |1. Malice; ill will; spite. [Obs.] If he evade us there, Enforce him with his envy to the people. Shak. 2. Chagrin, mortification, discontent, or uneasiness at the sight of another's excellence or good fortune, accompanied with some degree of hatred and a desire to possess equal advantages; malicious grudging; -- usually followed by of; as, they did this in envy of Cæsar. Envy is a repining at the prosperity or good of another, or anger and displeasure at any good of another which we want, or any advantage another hath above us. Ray. No bliss Enjoyed by us excites his envy more. Milton. Envy, to which the ignoble mind's a slave, Is emulation in the learned or brave. Pope. 3. Emulation; rivalry. [Obs.] Such as cleanliness and decency Prompt to a virtuous envy. Ford. 4. Public odium; ill repute. [Obs.] To lay the envy of the war upon Cicero. B. Jonson. 5. An object of envious notice or feeling. This constitution in former days used to be the envy of the world. Macaulay.\n\n1. To feel envy at or towards; to be envious of; to have a feeling of uneasiness or mortification in regard to (any one), arising from the sight of another's excellence or good fortune and a longing to possess it. A woman does not envy a man for his fighting courage, nor a man a woman for her beauty. Collier. Whoever envies another confesses his superiority. Rambler. 2. To feel envy on account of; to have a feeling of grief or repining, with a longing to possess (some excellence or good fortune of another, or an equal good fortune, etc.); to look with grudging upon; to begrudge. I have seen thee fight, When I have envied thy behavior. Shak. Jeffrey . . . had actually envied his friends their cool mountain breezes. Froude. 3. To long after; to desire strongly; to covet. Or climb his knee the envied kiss to share. T. Gray. 4. To do harm to; to injure; to disparage. [Obs.] If I make a lie To gain your love and envy my best mistress, Put me against a wall. J. Fletcher. 5. To hate. [Obs.] Marlowe. 6. To emulate. [Obs.] Spenser.\n\n1. To be filled with envious feelings; to regard anything with grudging and longing eyes; -- used especially with at. Who would envy at the prosperity of the wicked Jer. Taylor. 2. To show malice or ill will; to rail. [Obs.] \"He has . . . envied against the people.\" Shak.
envyned |Stored or furnished with wine. [Obs.] Chaucer.
enwall |See Inwall. Sir P. Sidney.
enwallow |To plunge into, or roll in, flith; to wallow. So now all three one senseless lump remain, Enwallowed in his own black bloody gore. Spenser.
enwheel |To encircle. Shak.
enwiden |To widen. [Obs.]
enwind |To wind about; to encircle. In the circle of his arms Enwound us both. Tennyson.
enwoman |To endow with the qualities of a woman. [R.] Daniel.
enwomb |1. To conceive in the womb. [Obs.] Spenser. 2. To bury, as it were in a womb; to hide, as in a gulf, pit, or cavern. Donne.
enwrap |To envelop. See Inwrap.
enwrapment |Act of enwrapping; a wrapping or an envelope. Shuckford.
enwreathe |See Inwreathe. Shelton.
enzooetic |Afflicting animals; -- used of a disease affecting the animals of a district. It corresponds to an endemic disease among men.
enzootic |Afflicting animals; -- used of a disease affecting the animals of a district. It corresponds to an endemic disease among men.
enzyme |An unorganized or unformed ferment, in distinction from an organized or living ferment; a soluble, or chemical, ferment. Ptyalin, pepsin, diastase, and rennet are good examples of enzymes.
eocene |Pertaining to the first in time of the three subdivisions into which the Tertiary formation is divided by geologists, and alluding to the approximation in its life to that of the present era; as, Eocene deposits. -- n.  The Eocene formation. Lyell.
eolian |1. Æolian. 2. (Geol.)  Formed, or deposited, by the action of wind, as dunes. Eolian attachment, Eolian harp. See Æolian.
eolic |See Æolic.
eolipile |Same as Æolipile.
eolis |A genus of nudibranch mollusks having clusters of branchial papillæ along the back. See Ceratobranchia. [Written also Æolis.]
eon |1. An immeasurable or infinite space of time; eternity; a long space of time; an age. The eons of geological time. Huxley. 2. (Gnostic Philos.)  One of the embodiments of the divine attributes of the Eternal Being. Among the higher Æons are Mind, Reason, Power, Truth, and Life. Am. Cyc. Note: Eons were considered to be emanations sent forth by God from the depths of His grand solitude to fulfill various functions in the material and spiritual universe.
eophyte |A fossil plant which is found in the lowest beds of the Silurian age.
eophytic |Of or pertaining to eophytes.
eos |Aurora, the goddess of morn.
eosaurus |An extinct marine reptile from the coal measures of Nova Scotia; -- so named because supposed to be of the earliest known reptiles.
eosin |A yellow or brownish red dyestuff obtained by the action of bromine on fluoresceïn, and named from the fine rose-red which it imparts to silk. It is also used for making a fine red ink. Its solution is fluorescent.
eosphorite |A hydrous phosphate of alumina and manganese. It is generally of a rose-pink color, -- whence the name.
eozoic |Of or pertaining to rocks or strata older than the Paleozoic, in many of which the eozoön has been found. Note: This term has been proposed for the strata formerly called Azoic, and is preferred especially by those geologists who regard the eozoön as of organic origin. See Archæan.
eozooen |A peculiar structure found in the Archæan limestones of Canada and other regions. By some geologists it is believed to be a species of gigantic Foraminifera, but others consider it a concretion, without organic structure.
eozooenal |Pertaining to the eozoön; containing eozoöns; as, eozoönal limestone.
eozoon |A peculiar structure found in the Archæan limestones of Canada and other regions. By some geologists it is believed to be a species of gigantic Foraminifera, but others consider it a concretion, without organic structure.
eozoonal |Pertaining to the eozoön; containing eozoöns; as, eozoönal limestone.
ep- |See Epi-.
epacris |A genus of shrubs, natives of Australia, New Zealand, etc., having pretty white, red, or purple blossoms, and much resembling heaths.
epact |The moon's age at the beginning of the calendar year, or the number of days by which the last new moon has preceded the beginning of the year. Annual epact, the excess of the solar year over the lunar year, -- being eleven days. -- Menstrual epact, or Monthly epact, the excess of a calendar month over a lunar.
epagoge |The adducing of particular examples so as to lead to a universal conclusion; the argument by induction.
epagogic |Inductive. Latham.
epalate |Without palpi.
epanadiplosis |A figure by which the same word is used both at the beginning and at the end of a sentence; as, \"Rejoice in the Lord always: and again I say, Rejoice.\" Phil. iv. 4.
epanalepsis |A figure by which the same word or clause is repeated after intervening matter. Gibbs.
epanaphora |Same as Anaphora. Gibbs.
epanastrophe |Same as Anadiplosis. Gibbs.
epanodos |A figure of speech in which the parts of a sentence or clause are repeated in inverse order, as in the following: -- O more exceeding love, or law more just Just law, indeed, but more exceeding love! Milton.
epanody |The abnormal change of an irregular flower to a regular form; - - considered by evolutionists to be a reversion to an ancestral condition.
epanorthosis |A figure by which a speaker recalls a word or words, in order to substitute something else stronger or more significant; as, Most brave! Brave, did I say most heroic act!
epanthous |Growing upon flowers; -- said of certain species of fungi.
eparch |In ancient Greece, the governor or perfect of a province; in modern Greece, the ruler of an eparchy.
eparchy |A province, prefecture, or territory, under the jurisdiction of an eparch or governor; esp., in modern Greece, one of the larger subdivisions of a monarchy or province of the kingdom; in Russia, a diocese or archdiocese.
eparterial |Situated upon or above an artery; -- applied esp. to the branches of the bronchi given off above the point where the pulmonary artery crosses the bronchus.
epaule |The shoulder of a bastion, or the place where its face and flank meet and form the angle, called the angle of the shoulder.
epaulement |A side work, made of gabions, fascines, or bags, filled with earth, or of earth heaped up, to afford cover from the flanking fire of an enemy.
epaulet |A shoulder ornament or badge worn by military and naval officers, differences of rank being marked by some peculiar form or device, as a star, eagle, etc.; a shoulder knot. Note: In the United States service the epaulet is reserved for full dress uniform. Its use was abolished in the British army in 1855.
epauleted |Wearing epaulets; decorated with epaulets.
epaulette |A shoulder ornament or badge worn by military and naval officers, differences of rank being marked by some peculiar form or device, as a star, eagle, etc.; a shoulder knot. Note: In the United States service the epaulet is reserved for full dress uniform. Its use was abolished in the British army in 1855.
epauletted |Wearing epaulets; decorated with epaulets.
epaxial |Above, or on the dorsal side of, the axis of the skeleton; episkeletal.
epeira |A genus of spiders, including the common garden spider (E. diadema). They spin geometrical webs. See Garden spider.
epen |See Epencephalon.
epencephalic |(a) Pertaining to the epencephalon. (b) Situated on or over the brain.
epencephalon |The segment of the brain next behind the midbrain, including the cerebellum and pons; the hindbrain. Sometimes abbreviated to epen.
ependyma |The epithelial lining of the ventricles of the brain and the canal of the spinal cord; endyma; ependymis.
ependymis |See Ependyma.
epenetic |Bestowing praise; eulogistic; laudatory. [Obs.] E. Phillips.
epenthesis |The insertion of a letter or a sound in the body of a word; as, the b in \"nimble\" from AS. nemol.
epenthetic |Inserted in the body of a word; as, an epenthetic letter or sound.
epergne |A centerpiece for table decoration, usually consisting of several dishes or receptacles of different sizes grouped together in an ornamental design.
eperlan |The European smelt (Osmerus eperlanus).
epexegesis |A full or additional explanation; exegesis.
epexegetical |Relating to epexegesis; explanatory; exegetical.
epha |A Hebrew dry measure, supposed to be equal to two pecks and five quarts. ten ephahs make one homer.
ephah |A Hebrew dry measure, supposed to be equal to two pecks and five quarts. ten ephahs make one homer.
ephemera |1. (Med.)  A fever of one day's continuance only. 2. (Zoöl.)  A genus of insects including the day flies, or ephemeral flies. See Ephemeral fly, under Ephemeral.
ephemeral |1. Beginning and ending in a day; existing only, or no longer than, a day; diurnal; as, an ephemeral flower. 2. Short-lived; existing or continuing for a short time only. \"Ephemeral popularity.\" V. Knox. Sentences not of ephemeral, but of eternal, efficacy. Sir J. Stephen. Ephemeral fly (Zoöl.), one of a group of neuropterous insects, belonging to the genus Ephemera and many allied genera, which live in the adult or winged state only for a short time. The larvæ are aquatic; -- called also day fly and May fly.\n\nAnything lasting but a day, or a brief time; an ephemeral plant, insect, etc.
ephemeran |One of the ephemeral flies.
ephemeric |Ephemeral.
ephemeris |1. A diary; a journal. Johnson. 2. (Anat.) (a) A publication giving the computed places of the heavenly bodies for each day of the year, with other numerical data, for the use of the astronomer and navigator; an astronomical almanac; as, the \"American Ephemeris and Nautical Almanac.\" (b) Any tabular statement of the assigned places of a heavenly body, as a planet or comet, on several successive days. 3. (Literature)  A collective name for reviews, magazines, and all kinds of periodical literature. Brande & C.
ephemerist |1. One who studies the daily motions and positions of the planets. Howell. 2. One who keeps an ephemeris; a journalist.
ephemeron |One of the ephemeral flies.
ephemerous |Ephemeral. [R.] Burke.
ephesian |Of or pertaining to Ephesus, an ancient city of Ionia, in Asia Minor.\n\n1. A native of Ephesus. 2. A jolly companion; a roisterer. [Obs.] Shak.
ephialtes |The nightmare. Brande & C.
ephippial |Saddle-shaped; occupying an ephippium. Dana.
ephippium |1. (Anat.)  A depression in the sphenoid bone; the pituitary fossa. 2. (Zoöl.)  A saddle-shaped cavity to contain the winter eggs, situated on the back of Cladocera.
ephod |A part of the sacerdotal habit among Jews, being a covering for the back and breast, held together on the shoulders by two clasps or brooches of onyx stones set in gold, and fastened by a girdle of the same stuff as the ephod. The ephod for the priests was of plain linen; that for the high priest was richly embroidered in colors. The breastplate of the high priest was worn upon the ephod in front. Exodus xxviii. 6-12.
ephor |A magistrate; one of a body of five magistrates chosen by the people of ancient Sparta. They exercised control even over the king.
ephoral |Pertaining to an ephor.
ephoralty |The office of an ephor, or the body of ephors.
ephraim |A hunter's name for the grizzly bear.
ephyra |A stage in the development of discophorous medusæ, when they first begin to swim about after being detached from the strobila. See Strobila.
epi- |A prefix, meaning upon, beside, among, on the outside, above, over. It becomes ep- before a vowel, as in epoch, and eph- before a Greek aspirate, as in ephemeral.
epiblast |The outer layer of the blastoderm; the ectoderm. See Blastoderm, Delamination.
epiblastic |Of or relating to, or consisting of, the epiblast.
epiblema |The epidermal cells of rootlets, specially adapted to absorb liquids. Goodale.
epibolic |Growing or covering over; -- said of a kind of invagination. See under Invagination.
epiboly |Epibolic invagination. See under Invagination.
epibranchial |Pertaining to the segment between the ceratobranchial and pharyngobranchial in a branchial arch. -- n.  An epibranchial cartilage or bone.
epic |Narrated in a grand style; pertaining to or designating a kind of narrative poem, usually called an heroic poem, in which real or fictitious events, usually the achievements of some hero, are narrated in an elevated style. The epic poem treats of one great, complex action, in a grand style and with fullness of detail. T. Arnold.\n\nAn epic or heroic poem. See Epic, a.
epical |Epic. -- Ep\"ic*al*ly, adv. Poems which have an epical character. Brande & C. His [Wordsworth's] longer poems (miscalled epical). Lowell.
epicardiac |Of or relating to the epicardium.
epicardium |That of the pericardium which forms the outer surface of the heart; the cardiac pericardium.
epicarican |An isopod crustacean, parasitic on shrimps.
epicarp |The external or outermost layer of a fructified or ripened ovary. See Illust. under Endocarp.
epicede |A funeral song or discourse; an elegy. [R.] Donne.
epicedial |Elegiac; funereal.
epicedian |Epicedial. -- n.  An epicede.
epicedium |An epicede.
epicele |A cavity formed by the invagination of the outer wall of the body, as the atrium of an amphioxus and possibly the body cavity of vertebrates.
epicene |1. Common to both sexes; -- a term applied, in grammar, to such nouns as have but one form of gender, either the masculine or feminine, to indicate animals of both sexes; as bos, for the ox and cow; sometimes applied to eunuchs and hermaphrodites. 2. Fig.: Sexless; neither one thing nor the other. The literary prigs epicene. Prof. Wilson. He represented an epicene species, neither churchman nor layman. J. A. Symonds.
epicentral |Arising from the centrum of a vertebra. Owen.
epicerastic |Lenient; assuaging. [Obs.]
epichirema |A syllogism in which the proof of the major or minor premise, or both, is introduced with the premises themselves, and the conclusion is derived in the ordinary manner. [Written also epicheirema.]
epichordal |Upon or above the notochord; -- applied esp. to a vertebral column which develops upon the dorsal side of the notochord, as distinguished from a perichordal column, which develops around it.
epichorial |In or of the country. [R.] Epichorial superstitions from every district of Europe. De Quincey.
epicleidium |A projection, formed by a separate ossification, at the scapular end of the clavicle of many birds.
epiclinal |Situated on the receptacle or disk of a flower.
epicoele |A cavity formed by the invagination of the outer wall of the body, as the atrium of an amphioxus and possibly the body cavity of vertebrates.
epicoene |Epicene. [R.] Hadley.
epicolic |Situated upon or over the colon; -- applied to the region of the abdomen adjacent to the colon.
epicondylar |Pertaining to, or resembling, an epicondyle.
epicondyle |A projection on the inner side of the distal end of the numerus; the internal condyle.
epicoracoid |A ventral cartilaginous or bony element of the coracoid in the shoulder girdle of some vertebrates.
epicranial |Pertaining to the epicranium; as epicranial muscles.
epicranium |1. (Anat.)  The upper and superficial part of the head, including the scalp, muscles, etc. 2. (Zoöl.)  The dorsal wall of the head of insects.
epictetain |Pertaining to Epictetus, the Roman Stoic philosopher, whose conception of life was to be passionless under whatever circumstances.
epictetian |Pertaining to Epictetus, the Roman Stoic philosopher, whose conception of life was to be passionless under whatever circumstances.
epicure |1. A follower of Epicurus; an Epicurean. [Obs.] Bacon. 2. One devoted to dainty or luxurious sensual enjoyments, esp. to the luxuries of the table. Syn. -- Voluptuary; sensualist.
epicurean |1. Pertaining to Epicurus, or following his philosophy. \"The sect Epicurean.\" Milton. 2. Given to luxury; adapted to luxurious tastes; luxurious; pertaining to good eating. Courses of the most refined and epicurean dishes. Prescott. Epicurean philosophy. See Atomic philosophy, under Atomic.\n\n1. A follower or Epicurus. 2. One given to epicurean indulgence.
epicureanism |Attachment to the doctrines of Epicurus; the principles or belief of Epicurus.
epicurely |Luxuriously. Nash.
epicureous |Epicurean. [Obs.]
epicurism |1. The doctrines of Epicurus. 2. Epicurean habits of living; luxury.
epicurize |1. To profess or tend towards the doctrines of Epicurus. Cudworth. 2. To feed or indulge like an epicure. Fuller.
epicycle |1. (Ptolemaic Astron.)  A circle, whose center moves round in the circumference of a greater circle; or a small circle, whose center, being fixed in the deferent of a planet, is carried along with the deferent, and yet, by its own peculiar motion, carries the body of the planet fastened to it round its proper center. The schoolmen were like astronomers which did feign eccentries, and epicycles, and such engines of orbs. Bacon. 2. (Mech.)  A circle which rolls on the circumference of another circle, either externally or internally.
epicyclic |Pertaining to, resembling, or having the motion of, an epicycle. Epicyclic train (Mach.), a train of mechanism in which epicyclic motion is involved; esp., a train of spur wheels, bevel wheels, or belt pulleys, in which an arm, carrying one or more of the wheels, sweeps around a center lying in an axis common to the other wheels.
epicycloid |A curve traced by a point in the circumference of a circle which rolls on the convex side of a fixed circle. Note: Any point rigidly connected with the rolling circle, but not in its circumference, traces a curve called an epitrochoid. The curve traced by a point in the circumference of the rolling circle when it rolls on the concave side of a fixed circle is called a hypocycloid; the curve traced by a point rigidly connected with the rolling circle in this case, but not its circumference, is called a hypotrochoid. All the curves mentioned above belong to the class class called roulettes or trochoids. See Trochoid.
epicycloidal |Pertaining to the epicycloid, or having its properties. Epicycloidal wheel, a device for producing straight-line motion from circular motion, on the principle that a pin fastened in the periphery of a gear wheel will describe a straight line when the wheel rolls around inside a fixed internal gear of twice its diameter.
epideictic |Serving to show forth, explain, or exhibit; -- applied by the Greeks to a kind of oratory, which, by full amplification, seeks to persuade.
epidemic |1. (Med.)  Common to, or affecting at the same time, a large number in a community; -- applied to a disease which, spreading widely, attacks many persons at the same time; as, an epidemic disease; an epidemic catarrh, fever, etc. See Endemic. 2. Spreading widely, or generally prevailing; affecting great numbers, as an epidemic does; as, epidemic rage; an epidemic evil. It was the epidemical sin of the nation. Bp. Burnet.\n\n1. (Med.)  An epidemic disease. 2. Anything which takes possession of the minds of people as an epidemic does of their bodies; as, an epidemic of terror.
epidemical |1. (Med.)  Common to, or affecting at the same time, a large number in a community; -- applied to a disease which, spreading widely, attacks many persons at the same time; as, an epidemic disease; an epidemic catarrh, fever, etc. See Endemic. 2. Spreading widely, or generally prevailing; affecting great numbers, as an epidemic does; as, epidemic rage; an epidemic evil. It was the epidemical sin of the nation. Bp. Burnet.
epidemically |In an epidemic manner.
epidemiography |A treatise upon, or history of, epidemic diseases.
epidemiological |Connected with, or pertaining to, epidemiology.
epidemiologist |A person skilled in epidemiology.
epidemiology |That branch of science which treats of epidemics.
epidemy |An epidemic disease. Dunglison.
epiderm |The epidermis.
epidermal |Of or pertaining to the epidermis; epidermic; cuticular.
epidermatic |Epidermal. [R.]
epidermatoid |Epidermoid. Owen.
epidermeous |Epidermal. [R.]
epidermic |Epidermal; connected with the skin or the bark. Epidermic administration of medicine (Med.), the application of medicine to the skin by friction.
epidermical |Epidermal. [R.]
epidermidal |Epidermal. [R.]
epidermis |1. (Anat.)  The outer, nonsensitive layer of the skin; cuticle; scarfskin. See Dermis. 2. (Bot.)  The outermost layer of the cells, which covers both surfaces of leaves, and also the surface of stems, when they are first formed. As stems grow old this layer is lost, and never replaced.
epidermoid |Like epidermis; pertaining to the epidermis.
epidermose |Keratin.
epidictic |Serving to explain; demonstrative.
epidictical |Serving to explain; demonstrative.
epididymis |An oblong vermiform mass on the dorsal side of the testicle, composed of numerous convolutions of the excretory duct of that organ. -- Ep`i*did\"y*mal, a.
epididymitis |Inflammation of the epididymis, one of the common results of gonorrhea.
epidote |A mineral, commonly of a yellowish green (pistachio) color, occurring granular, massive, columnar, and in monoclinic crystals. It is a silicate of alumina, lime, and oxide of iron, or manganese. Note: The Epidote group includes ordinary epidote, zoisite or lime epidote, piedmontite or manganese epidote, allanite or serium epidote.
epidotic |Related to, resembling, or containing epidote; as, an epidotic granite.
epigaea |An American genus of plants, containing but a single species (E. repens), the trailing arbutus.
epigaeous |Growing on, or close to, the ground.
epigastrial |Epigastric.
epigastric |1. (Anat.)  Pertaining to the epigastrium, or to the epigastric region. 2. (Zoöl.)  Over the stomach; -- applied to two of the areas of the carapace of crabs. Epigastric region. (Anat.) (a) The whole upper part of the abdomen. (b) An arbitrary division of the abdomen above the umbilical and between the two hypochondriac regions.
epigastrium |The upper part of the abdomen.
epigeal |Epigæous. [R.]
epigee |See Perigee. [Obs.]
epigene |1. (Crystallog.)  Foreign; unnatural; unusual; -- said of forms of crystals not natural to the substances in which they are found. 2. (Geol.)  Formed originating on the surface of the earth; -- opposed to hypogene; as, epigene rocks.
epigenesis |The theory of generation which holds that the germ is created entirely new, not merely expanded, by the procreative power of the parents. It is opposed to the theory of evolution, also to syngenesis.
epigenesist |One who believes in, or advocates the theory of, epigenesis.
epigenetic |Of or pertaining to the epigenesis; produced according to the theory of epigenesis.
epigeous |Same as Epigæous.
epigeum |See Perigee. [Obs.]
epiglottic |Pertaining to, or connected with, the epiglottis.
epiglottidean |Same as Epiglottic.
epiglottis |A cartilaginous lidlike appendage which closes the glottis while food or drink is passing while food or drink is passing through the pharynx.
epignathous |Hook-billed; having the upper mandible longer than the lower.
epigram |1. A short poem treating concisely and pointedly of a single thought or event. The modern epigram is so contrived as to surprise the reader with a witticism or ingenious turn of thought, and is often satirical in character. Dost thou think I care for a satire or an epigram Shak. Note: Epigrams were originally inscription on tombs, statues, temples, triumphal arches, etc. 2. An effusion of wit; a bright thought tersely and sharply expressed, whether in verse or prose. 3. The style of the epigram. Antithesis, i. e., bilateral stroke, is the soul of epigram in its later and technical signification. B. Cracroft.
epigrammatic |1. Writing epigrams; dealing in epigrams; as, an epigrammatical poet. 2. Suitable to epigrams; belonging to epigrams; like an epigram; pointed; piquant; as, epigrammatic style, wit, or sallies of fancy.
epigrammatical |1. Writing epigrams; dealing in epigrams; as, an epigrammatical poet. 2. Suitable to epigrams; belonging to epigrams; like an epigram; pointed; piquant; as, epigrammatic style, wit, or sallies of fancy.
epigrammatically |In the way of epigram; in an epigrammatic style.
epigrammatist |One who composes epigrams, or makes use of them. The brisk epigrammatist showing off his own cleverness. Holmes.
epigrammatize |To represent by epigrams; to express by epigrams.
epigrammatizer |One who writes in an affectedly pointed style. Epigrammatizers of our English prose style. Coleridge.
epigrammist |An epigrammatist. Jer. Taylor.
epigraph |1. Any inscription set upon a building; especially, one which has to do with the building itself, its founding or dedication. 2. (Literature)  A citation from some author, or a sentence framed for the purpose, placed at the beginning of a work or of its separate divisions; a motto.
epigraphic |Of or pertaining to epigraphs or to epigraphy; as, an epigraphic style; epigraphical works or studies.
epigraphical |Of or pertaining to epigraphs or to epigraphy; as, an epigraphic style; epigraphical works or studies.
epigraphics |The science or study of epigraphs.
epigraphist |A student of, or one versed in, epigraphy.
epigraphy |The science of inscriptions; the art of engraving inscriptions or of deciphering them.
epigynous |Adnate to the surface of the ovary, so as to be apparently inserted upon the top of it; -- said of stamens, petals, sepals, and also of the disk.
epihyal |A segment next above the ceratohyal in the hyoidean arch.
epilepsy |The \"falling sickness,\" so called because the patient falls suddenly to the ground; a disease characterized by paroxysms (or fits) occurring at interval and attended by sudden loss of consciousness, and convulsive motions of the muscles. Dunglison.
epileptic |Pertaining to, affected with, or of the nature of, epilepsy.\n\n1. One affected with epilepsy. 2. A medicine for the cure of epilepsy.
epileptical |Epileptic.
epileptiform |Resembling epilepsy.
epileptogenous |Producing epilepsy or epileptoid convulsions; -- applied to areas of the body or of the nervous system, stimulation of which produces convulsions.
epileptoid |Resembling epilepsy; as, epileptoid convulsions.
epilogation |A summing up in a brief account. [Obs.] Udall.
epilogic |Of or pertaining to an epilogue.
epilogical |Of or pertaining to an epilogue.
epilogism |Enumeration; computation. [R.] J. Gregory.
epilogistic |Of or pertaining to epilogue; of the nature of an epilogue. T. Warton.
epilogize |To speak an epilogue to; to utter as an epilogue.
epilogue |1. (Drama)  A speech or short poem addressed to the spectators and recited by one of the actors, after the conclusion of the play. A good play no epilogue, yet . . . good plays prove the better by the help of good epilogues. Shak. 2. (Rhet.)  The closing part of a discourse, in which the principal matters are recapitulated; a conclusion.
epiloguize |Same as Epilogize.
epimachus |A genus of highly ornate and brilliantly colored birds of Australia, allied to the birds of Paradise.
epimera |See Epimeron.
epimeral |Pertaining to the epimera.
epimere |One of the segments of the transverse axis, or the so called homonymous parts; as, for example, one of the several segments of the extremities in vertebrates, or one of the similar segments in plants, such as the segments of a segmented leaf. Syd. Soc. Lex.
epimeron |(a) In crustaceans: The part of the side of a somite external to the basal joint of each appendage. See Illust. under Crustacea. (b) In insects: The lateral piece behind the episternum. [Written also epimerum.]
epinastic |A term applied to that phase of vegetable growth in which an organ grows more rapidly on its upper than on its under surface. See Hyponastic.
epineural |Arising from the neurapophysis of a vertebra.
epineurium |The connective tissue framework and sheath of a nerve which bind together the nerve bundles, each of which has its own special sheath, or perineurium.
epinglette |An iron needle for piercing the cartridge of a cannon before priming.
epinicial |Relating to victory. \"An epinicial song.\" T. Warton.
epinicion |A song of triumph. [Obs.] T. Warton.
epinikian |Epinicial.
epiornis |One of the gigantic ostrichlike birds of the genus Æpiornis, only recently extinct. Its remains have been found in Madagascar. [Written also Æpyornis.]
epiotic |The upper and outer element of periotic bone, -- in man forming a part of the temporal bone.
epipedometry |The mensuration of figures standing on the same base. [Obs.]
epiperipheral |Connected with, or having its origin upon, the external surface of the body; -- especially applied to the feelings which originate at the extremities of nerves distributed on the outer surface, as the sensation produced by touching an object with the finger; -- opposed to entoperipheral. H. Spenser.
epipetalous |Borne on the petals or corolla.
epiphany |1. An appearance, or a becoming manifest. Whom but just before they beheld transfigured and in a glorious epiphany upon the mount. Jer. Taylor. An epic poet, if ever such a difficult birth should make its epiphany in Paris. De Quincey. 2. (Eccl.)  A church festival celebrated on the 6th of January, the twelfth day after Christmas, in commemoration of the visit of the Magi of the East to Bethlehem, to see and worship the child Jesus; or, as others maintain, to commemorate the appearance of the star to the Magi, symbolizing the manifestation of Christ to the Gentles; Twelfthtide.
epipharyngeal |Pertaining to the segments above the epibranchial in the branchial arches of fishes. -- n.  An epipharyngeal bone or cartilage.
epipharynx |A structure which overlaps the mouth of certain insects.
epiphonema |An exclamatory sentence, or striking reflection, which sums up or concludes a discourse.
epiphoneme |Epiphonema. [R.]
epiphora |1. (Med.)  The watery eye; a disease in which the tears accumulate in the eye, and trickle over the cheek. 2. (Rhet.)  The emphatic repetition of a word or phrase, at the end of several sentences or stanzas.
epiphragm |A membranaceous or calcareous septum with which some mollusks close the aperture of the shell during the time of hibernation, or æstivation.
epiphyllospermous |Bearing fruit on the back of the leaves, as ferns. Harris (1710).
epiphyllous |Growing upon, or inserted into, the leaf.
epiphyllum |A genus of cactaceous plants having flattened, jointed stems, and petals united in a tube. The flowers are very showy, and several species are in cultivation.
epiphyseal |Pertaining to, or having the nature of, an epiphysis.
epiphysial |Pertaining to, or having the nature of, an epiphysis.
epiphysis |(a) The end, or other superficial part, of a bone, which ossifies separately from the central portion, or diaphysis. (b) The cerebral epiphysis, or pineal gland. See Pineal gland, under Pineal.
epiphytal |Pertaining to an epiphyte.
epiphyte |1. (Bot.)  An air plant which grows on other plants, but does not derive its nourishment from them. See Air plant. 2. (Med.)  A vegetable parasite growing on the surface of the body.
epiphytic |Pertaining to, or having the nature of, an epiphyte. -- Ep`i*phyt\"ic*al*ly, adv.
epiphytical |Pertaining to, or having the nature of, an epiphyte. -- Ep`i*phyt\"ic*al*ly, adv.
epiplastron |One of the first pair of lateral plates in the plastron of turtles.
epipleural |Arising from the pleurapophysis of a vertebra. Owen.
