southwestern |Of or pertaining to the southwest; southwesterly; as, to sail a southwestern course.
sparry |Resembling spar, or consisting of spar; abounding with spar; having a confused crystalline structure; spathose. Sparry iron (Min.), siderite. See Siderite (a). -- Sparry limestone (Min.), a coarsely crystalline marble.
sparse |1. Thinly scattered; set or planted here and there; not being dense or close together; as, a sparse population. Carlyle. 2. (Bot.)  Placed irregularly and distantly; scattered; -- applied to branches, leaves, peduncles, and the like.\n\nTo scatter; to disperse. [Obs.] Spenser.
sparsedly |Sparsely. [Obs.]
sparsely |In a scattered or sparse manner.
sparseness |The quality or state of being sparse; as, sparseness of population.
sparsim |Sparsely; scatteredly; here and there.
spartan |of or pertaining to Sparta, especially to ancient Sparta; hence, hardy; undaunted; as, Spartan souls; Spartan bravey. -- n.  A native or inhabitant of Sparta; figuratively, a person of great courage and fortitude.
sparteine |A narcotic alkaloid extracted from the tops of the common broom (Cytisus scoparius, formerly Spartium scoparium), as a colorless oily liquid of aniline-like odor and very bitter taste.
sparterie |Articles made of the blades or fiber of the Lygeum Spartum and Stipa (or Macrochloa) tenacissima, kinds of grass used in Spain and other countries for making ropes, mats, baskets, nets, and mattresses. Loudon.
sparth |An Anglo-Saxon battle-ax, or halberd. [Obs.] He hath a sparth of twenty pound of weight. Chaucer.
sparve |The hedge sparrow. [Prov. Eng.]
spary |Sparing; parsimonious. [Obs.]
spasm |1. (Med.)  An involuntary and unnatural contraction of one or more muscles or muscular fibers. Note: Spasm are usually either clonic or tonic. In clonic spasm, the muscles or muscular fibers contract and relax alternately in very quick succession. In tonic spasm, the contraction is steady and uniform, and continues for a comparatively long time, as in tetanus. 2. A sudden, violent, and temporary effort or emotion; as, a spasm of repentance. Cynic spasm (Med.) See under Cynic. -- Spasm of the chest. See Angina pectoris, under Angina.
spasmatical |Spasmodic. [Obs.]
spasmodic |1. (Med.)  Of or pertaining to spasm; consisting in spasm; occuring in, or characterized by, spasms; as, a spasmodic asthma. 2. Soon relaxed or exhausted; convulsive; intermittent; as, spasmodic zeal or industry. Spasmodic croup (Med.), an affection of childhood characterized by a stoppage of brathing developed suddenly and without fever, and produced by spasmodic contraction of the vocal cords. It is sometimes fatal. Called also laryngismus stridulus, and childcrowing. -- Spasmodic stricture, a stricture caused by muscular spasm without structural change. See Organic stricture, under Organic.\n\nA medicine for spasm.
spasmodical |Same as Spasmodic, a. -- Spas*mod\"ic*al*ly, adv.
spastic |Of or pertaining to spasm; spasmodic; especially, pertaining to tonic spasm; tetanic.
spastically |Spasmodically.
spasticity |1. A state of spasm. 2. The tendency to, or capability of suffering, spasm.
spat |imp. of Spit. [Obs. or R.]\n\nA young oyster or other bivalve mollusk, both before and after it first becomes adherent, or such young, collectively.\n\nTo emit spawn; to emit, as spawn.\n\n1. A light blow with something flat. [U.S. & Prov. Eng.] 2. Hence, a petty combat, esp. a verbal one; a little quarrel, dispute, or dissension. [U. S.]\n\nTo dispute. [R.] Smart.\n\nTo slap, as with the open hand; to clap together; as the hands. [Local, U.S.] Little Isabel leaped up and down, spatting her hands. Judd.
spatangoid |Of or pertaining to the Spatangoidea. -- n.  One of the Spatangoidea.
spatangoidea |An order of irregular sea urchins, usually having a more or less heart-shaped shell with four or five petal-like ambulacra above. The mouth is edentulous and situated anteriorly, on the under side.
spatangus |A genus of heart-shaped sea urchins belonging to the Spatangoidea.
spatchcock |See Spitchcock.
spate |A river flood; an overflow or inundation. Burns. Gareth in a showerful spring Stared at the spate. Tennyson.
spatha |A spathe.
spathaceous |Having a spathe; resembling a spathe; spathal.
spathal |Furnished with a spathe; as, spathal flowers. Howitt.
spathe |A special involucre formed of one leaf and inclosing a spadix, as in aroid plants and palms. See the Note under Bract, and Illust. of Spadix. Note: The name is also given to the several-leaved involucre of the iris and other similar plants.
spathed |Having a spathe or calyx like a sheath.
spathic |Like spar; foliated or lamellar; spathose. Spathic iron (Min.), siderite. See Siderite (a).
spathiform |Resembling spar in form. \"The ocherous, spathiform, and mineralized forms of uranite.\" Lavoisier (Trans.).
spathose |See Spathic.\n\nHaving a spathe; resembling a spathe; spatheceous; spathal.
spathous |Spathose.
spathulate |See Spatulate.
spatial |Of or pertaining to space. \"Spatial quantity and relations.\" L. H. Atwater.
spatially |As regards space.
spatiate |To rove; to ramble. [Obs.] Bacon.
spatter |1. To sprinkle with a liquid or with any wet substance, as water, mud, or the like; to make wet of foul spots upon by sprinkling; as, to spatter a coat; to spatter the floor; to spatter boots with mud. Upon any occasion he is to be spattered over with the blood of his people. Burke. 2. To distribute by sprinkling; to sprinkle around; as, to spatter blood. Pope. 3. Fig.: To injure by aspersion; to defame; to soil; also, to throw out in a defamatory manner.\n\nTo throw something out of the mouth in a scattering manner; to sputter. That mind must needs be irrecoverably depraved, which, . . . tasting but once of one just deed, spatters at it, and abhors the relish ever after. Milton.
spatter-dock |The common yellow water lily (Nuphar advena).
spatterdashed |Wearing spatterdashes. [Colloq.] Thackeray.
spatterdashes |Coverings for the legs, to protect them from water and mud; long gaiters.
spattle |Spawl; spittle. [Obs.] Bale.\n\n1. A spatula. 2. (Pottery)  A tool or implement for mottling a molded article with coloring matter Knoght.
spattling-poppy |A kind of catchfly (Silene inflata) which is sometimes frothy from the action of captured insects.
spatula |An implement shaped like a knife, flat, thin, and somewhat flexible, used for spreading paints, fine plasters, drugs in compounding prescriptions, etc. Cf. Palette knife, under Palette.
spatulate |Shaped like spatula, or like a battledoor, being roundish, with a long, narrow, linear base. [Also written spathulate.]
spauld |The shoulder. [Scot.]
spavin |A disease of horses characterized by a bony swelling developed on the hock as the result of inflammation of the bones; also, the swelling itself. The resulting lameness is due to the inflammation, and not the bony tumor as popularly supposed. Harbaugh. Bog spavin, a soft swelling produced by distention of the capsular ligament of the hock; -- called also blood spavin. -- Bone spavin, spavin attended with exostosis; ordinary spavin.
spavined |Affected with spavin.
spaw |See Spa.
spawl |A splinter or fragment, as of wood or stone. See Spall.\n\nScattered or ejected spittle.\n\nTo scatter spittle from the mouth; to spit, as saliva. Why must he sputter, spawl, and slaver it In vain, against the people's favorite. Swift.
spawling |That which is spawled, or spit out.
spawn |1. To produce or deposit (eggs), as fishes or frogs do. 2. To bring forth; to generate; -- used in contempt. One edition [of books] spawneth another. Fuller.\n\n1. To deposit eggs, as fish or frogs do. 2. To issue, as offspring; -- used contemptuously.\n\n1. The ova, or eggs, of fishes, oysters, and other aquatic animals. 2. Any product or offspring; -- used contemptuously. 3. (Hort.)  The buds or branches produced from underground stems. 4. (Bot.)  The white fibrous matter forming the matrix from which fungi. Spawn eater (Zoöl.), a small American cyprinoid fish (Notropis Hudsonius) allied to the dace.
spawner |1. (Zoöl.)  A mature female fish. The barbel, for the preservation or their seed, both the spawner and the milter, cover their spawn with sand. Walton. 2. Whatever produces spawn of any kind.
spay |To remove or extirpate the ovaries of, as a sow or a bitch; to castrate (a female animal).\n\nThe male of the red deer in his third year; a spade.
spayad |A spay.
spayade |A spay.
speak |1. To utter words or articulate sounds, as human beings; to express thoughts by words; as, the organs may be so obstructed that a man may not be able to speak. Till at the last spake in this manner. Chaucer. Speak, Lord; for thy servant heareth. 1 Sam. iii. 9. 2. To express opinions; to say; to talk; to converse. That fluid substance in a few minutes begins to set, as the tradesmen speak. Boyle. An honest man, is able to speak for himself, when a knave is not. Shak. During the century and a half which followed the Conquest, there is, to speak strictly, no English history. Macaulay. 3. To utter a speech, discourse, or harangue; to adress a public assembly formally. Many of the nobility made themselves popular by speaking in Parliament against those things which were most grateful to his majesty. Clarendon. 4. To discourse; to make mention; to tell. Lycan speaks of a part of Cæsar's army that came to him from the Leman Lake. Addison. 5. To give sound; to sound. Make all our trumpets speak. Shak. 6. To convey sentiments, ideas, or intelligence as if by utterance; as, features that speak of self-will. Thine eye begins to speak. Shak. To speak of, to take account of, to make mention of. Robynson (More's Utopia). -- To speak out, to speak loudly and distinctly; also, to speak unreservedly. -- To speak well for, to commend; to be favorable to. -- To speak with, to converse with. \"Would you speak with me\" Shak. Syn. -- To say; tell; talk; converse; discourse; articulate; pronounce; utter.\n\n1. To utter with the mouth; to pronounce; to utter articulately, as human beings. They sat down with him upn ground seven days and seven nights, and none spake a word unto him. Job. ii. 13. 2. To utter in a word or words; to say; to tell; to declare orally; as, to speak the truth; to speak sense. 3. To declare; to proclaim; to publish; to make known; to exhibit; to express in any way. It is my father;s muste To speak your deeds. Shak. Speaking a still good morrow with her eyes. Tennyson. And for the heaven's wide circuit, let it speak The maker's high magnificence. Milton. Report speaks you a bonny monk. Sir W. Scott. 4. To talk or converse in; to utter or pronounce, as in conversation; as, to speak Latin. And French she spake full fair and fetisely. Chaucer. 5. To address; to accost; to speak to. [He will] thee in hope; he will speak thee fair. Ecclus. xiii. 6. each village senior paused to scan And speak the lovely caravan. Emerson. To speak a ship (Naut.), to hail and speak to her captain or commander.
speakable |1. Capable of being spoken; fit to be spoken. Ascham. 2. Able to speak. Milton.
speaker |1. One who speaks. Specifically: (a) One who utters or pronounces a discourse; usually, one who utters a speech in public; as, the man is a good speaker, or a bad speaker. (b) One who is the mouthpiece of others; especially, one who presides over, or speaks for, a delibrative assembly, preserving order and regulating the debates; as, the Speaker of the House of Commons, originally, the mouthpiece of the House to address the king; the Speaker of a House of Representatives. 2. A book of selections for declamation. [U. S.]
speakership |The office of speaker; as, the speakership of the House of Representatives.
speaking |1. Uttering speech; used for conveying speech; as, man is a speaking animal; a speaking tube. 2. Seeming to be capable of speech; hence, lifelike; as, a speaking likeness. A speaking acquaintance, a slight acquaintance with a person, or one which merely permits the exchange of salutations and remarks on indifferent subjects. -- Speaking trumpet, an instrument somewhat resembling a trumpet, by which the sound of the human voice may be so intensified as to be conveyed to a great distance. -- Speaking tube, a tube for conveying speech, especially from one room to another at a distance. -- To be on speaking terms, to be slightly acquainted.\n\n1. The act of uttering words. 2. Public declamation; oratory.
spear |1. A long, pointed weapon, used in war and hunting, by thrusting or throwing; a weapon with a long shaft and a sharp head or blade; a lance. Note: [See Illust. of Spearhead.] \"A sharp ground spear.\" Chaucer. They shall beat their swords into plowshares, and their spears into pruning hooks. Micah iv. 3. 2. Fig.: A spearman. Sir W. Scott. 3. A sharp-pointed instrument with barbs, used for stabbing fish and other animals. 4. A shoot, as of grass; a spire. 5. The feather of a horse. See Feather, n., 4. 6. The rod to which the bucket, or plunger, of a pump is attached; a pump rod. Spear foot, the off hind foot of a horse. -- Spear grass. (Bot.) (a) The common reed. See Reed, n., 1. (b) meadow grass. See under Meadow. -- Spear hand, the hand in which a horseman holds a spear; the right hand. Crabb. -- Spear side, the male line of a family. Lowell. -- Spear thistle (Bot.), the common thistle (Cnicus lanceolatus).\n\nTo pierce with a spear; to kill with a spear; as, to spear a fish.\n\nTo shoot into a long stem, as some plants. See Spire. Mortimer.
spearer |One who uses a spear; as, a spearer of fish.
spearfish |(a) A large and powerful fish (Tetrapturus albidus) related to the swordfish, but having scales and ventral fins. It is found on the American coast and the Mediterranean. (b) The carp sucker.
spearhead |The pointed head, or end, of a spear.
spearman |One who is armed with a spear. Acts xxiii. 23.
spearmint |A species of mint (Mentha viridis) growing in moist soil. It vields an aromatic oil. See Mint, and Mentha.
spearwood |An Australian tree (Acacia Doratoxylon), and its tough wood, used by the natives for spears.
spearwort |A name given to several species of crowfoot (Ranunculus) which have spear-shaped leaves.
speary |Having the form of a spear.
spece |Species; kind. [Obs.] Chaucer.
specht |A woodpecker. [Obs. or prov. Eng.] Sherwood.
special |1. Of or pertaining to a species; constituting a species or sort. A special is called by the schools a \"species\". I. Watts. 2. Particular; peculiar; different from others; extraordinary; uncommon. Our Savior is represented everywhere in Scripture as the special patron of the poor and the afficted. Atterbury. To this special evil an improvement of style would apply a special redress. De Quincey. 3. Appropriate; designed for a particular purpose, occasion, or person; as, a special act of Parliament or of Congress; a special sermon. 4. Limited in range; confined to a definite field of action, investigation, or discussion; as, a special dictionary of commercial terms; a special branch of study. 5. Chief in excellence. [Obs.] The king hath drawn The special head of all the land together. Shak. Special administration (Law), an administration limited to certain specified effects or acts, or one granted during a particular time or the existence of a special cause, as during a controversy respecting the probate of a will, or the right of administration, etc. -- Special agency, an agency confined to some particular matter. -- Special bail, Bail above, or Bail to the action (Law), sureties who undertake that, if the defendant is convicted, he shall satisfy the plaintiff, or surrender himself into custody. Tomlins. Wharton (Law Dict.). -- Special constable. See under Constable. Bouvier. -- Special damage (Law), a damage resulting from the act complained of, as a natural, but not the necessary, consequence of it. -- Special demurrer (Law), a demurrer for some defect of form in the opposite party pleading, in which the cause of demurrer is particularly stated. -- Special deposit, a deposit made of a specific thing to be kept distinct from others. -- Special homology. (Biol.) See under Homology. -- Special injuction (Law), an injuction granted on special grounds, arising of the circumstances of the case. Daniell. -- Special issue (Law), an issue produced upon a special plea. Stephen. -- Special jury (Law), a jury consisting of persons of some particular calling, station, or qualification, which is called upon motion of either party when the cause is supposed to require it; a struck jury. -- Special orders (Mil.), orders which do not concern, and are not published to, the whole command, such as those relating to the movement of a particular corps, a detail, a temporary camp, etc. -- Special partner, a limited partner; a partner with a limited or restricted responsibility; -- unknown at common law. -- Special partnership, a limited or particular partnership; -- a term sometimes applied to a partnership in a particular business, operation, or adventure. -- Special plea in bar (Law), a plea setting forth particular and new matter, distinguished from the general issue. Bouvier. -- Special pleader (Law), originally, a counsel who devoted himself to drawing special counts and pleas; in a wider sense, a lawyer who draws pleadings. -- Special pleading (Law), the allegation of special or new matter, as distingiushed from a direct denial of matter previously alleged on the side. Bouvier. The popular denomination of the whole science of pleading. Stephen. The phrase is sometimes popularly applied to the specious, but unsound, argumentation of one whose aim is victory, and not truth. Burrill. -- Special property (Law), a qualified or limited ownership possession, as in wild animals, things found or bailed. -- Special session, an extraordinary session; a session at an unusual time or for an unusual purpose; as, a special session of Congress or of a legislature. -- Special statute, or Special law, an act of the legislature which has reference to a particular person, place, or interest; -- in distinction from a general law. -- Special verdict (Law), a special finding of the facts of the case, leaving to the court the application of the law to them. Wharton (Law Dict.). Syn. -- Peculiar; appropriate; specific; dictinctive; particular; exceptional; singular. See Peculiar.\n\n1. A particular. [Obs.] Hammond. 2. One appointed for a special service or occasion. In special, specially; in particular. Chaucer.
specialism |Devotion to a particular and restricted part or branch of knowledge, art, or science; as, medical specialism.
specialist |One who devotes himself to some specialty; as, a medical specialist, one who devotes himself to diseases of particular parts of the body, as the eye, the ear, the nerves, etc.
speciality |1. A particular or peculiar case; a particularity. Sir M. Hale. 2. (Law)  See Specialty, 3. 3. The special or peculiar mark or characteristic of a person or thing; that for which a person is specially distinguished; an object of special attention; a special occupation or object of attention; a specialty. On these two general heads all other specialities are depedent. Hooker. Strive, while improving your one talent, to enrich your whole capital as a man. It is in this way that you escape from the wretched narrow- mindedness which is the characteristic of every one who cultivates his speciality. Ld. Lytton. We 'll say, instead, the inconsequent creature man, -For that'a his speciality. Mrs. Browning. Think of this, sir, . . . remote from the impulses of passion, and apart from the specialities -- if I may use that strong remark -- of prejudice. Dickens. 4. An attribute or quality peculiar to a species.
specialization |1. The act of specializing, or the state of being spezialized. 2. (Biol.)  The setting spart of a particular organ for the performance of a particular function. Darwin.
specialize |1. To mention specialy; to particularize. 2. To apply to some specialty or limited object; to assign to a specific use; as, specialized knowledge. 3. (Biol.)  To supply with an organ or organs having a special function or functions.
specially |1. In a special manner; partcularly; especially. Chaucer. 2. For a particular purpose; as, a meeting of the legislature is specially summoned.
specialty |1. Particularity. Specialty of rule hath been neglected. Shak. 2. A particular or peculiar case. [Obs.] 3. (Law)  A contract or obligation under seal; a contract by deed; a writing, under seal, given as security for a debt particularly specified. Chitty. Bouvier. Wharton (Law Dict.). Let specialties be therefore drawn between us. Shak. 4. That for which a person is distinguished, in which he is specially versed, or which he makes an object of special attention; a speciality. Men of boundless knowledge, like Humbold, must have had once their specialty, their pet subject. C. Kingsley.
specie |abl. of L. species sort, kind. Used in the phrase in specie, that is, in sort, in kind, in (its own) form. \"[The king] expects a return in specie from them\" [i. e., kindness for kindness]. Dryden. In specie (Law), in precise or definite form; specifically; according to the exact terms; of the very thing.\n\nCoin; hard money.
species |1. Visible or sensible presentation; appearance; a sensible percept received by the imagination; an image. [R.] \"The species of the letters illuminated with indigo and violet.\" Sir I. Newton. Wit, . . . the faculty of imagination in the writer, which searches over all the memory for the species or ideas of those things which it designs to represent. Dryden. Note: In the scholastic philosophy, the species was sensible and intelligible. The sensible species was that in any material, object which was in fact discerned by the mind through the organ of perception, or that in any object which rendered it possible that it should be perceived. The sensible species, as apprehended by the understanding in any of the relations of thought, was called an intelligible species. \"An apparent diversity between the species visible and audible is, that the visible doth not mingle in the medium, but the audible doth.\" Bacon. 2. (Logic)  A group of individuals agreeing in common attributes, and designated by a common name; a conception subordinated to another conception, called a genus, or generic conception, from which it differs in containing or comprehending more attributes, and extending to fewer individuals. Thus, man is a species, under animal as a genus; and man, in its turn, may be regarded as a genus with respect to European, American, or the like, as species. 3. In science, a more or less permanent group of existing things or beings, associated according to attributes, or properties determined by scientific observation. Note: In mineralogy and chemistry, objects which possess the same definite chemical structure, and are fundamentally the same in crystallization and physical characters, are classed as belonging to a species. In zoölogy and botany, a species is an ideal group of individuals which are believed to have descended from common ancestors, which agree in essential characteristics, and are capable of indefinitely continued fertile reproduction through the sexes. A species, as thus defined, differs from a variety or subspecies only in the greater stability of its characters and in the absence of individuals intermediate between the related groups. 4. A sort; a kind; a variety; as, a species of low cunning; a species of generosity; a species of cloth. 5. Coin, or coined silver, gold, ot other metal, used as a circulating medium; specie. [Obs.] There was, in the splendor of the Roman empire, a less quantity of current species in Europe than there is now. Arbuthnot. 6. A public spectacle or exhibition. [Obs.] Bacon. 7. (Pharmacy) (a) A component part of compound medicine; a simple. (b) (Med.) An officinal mixture or compound powder of any kind; esp., one used for making an aromatic tea or tisane; a tea mixture. Quincy. 8. (Civil Law)  The form or shape given to materials; fashion or shape; form; figure. Burill. Incipient species (Zoöl.), a subspecies, or variety, which is in process of becoming permanent, and thus changing to a true species, usually by isolation in localities from which other varieties are excluded.
specifiable |Admitting specification; capable of being specified.
specific |1. Of or pertaining to a species; characterizing or constituting a species; possessing the peculiar property or properties of a thing which constitute its species, and distinguish it from other things; as, the specific form of an animal or a plant; the specific qualities of a drug; the specific distinction between virtue and vice. Specific difference is that primary attribute which distinguishes each species from one another. I. Watts. 2. Specifying; definite, or making definite; limited; precise; discriminating; as, a specific statement. 3. (Med.)  Exerting a peculiar influence over any part of the body; preventing or curing disease by a peculiar adaption, and not on general principles; as, quinine is a specific medicine in cases of malaria. In fact, all medicines will be found specific in the perfection of the science. Coleridge. Specific character (Nat. Hist.), a characteristic or characteristics distinguishing one species from every other species of the same genus. -- Specific disease (Med.) (a) A disease which produces a determinate definite effect upon the blood and tissues or upon some special tissue. (b) A disease which is itself uniformly produced by a definite and peculiar poison or organism. -- Specific duty. (Com.) See under Duty. -- Specific gravity. (Physics) See under Gravity. -- Specific heat (Physics), the quantity of heat required to raise temperature of a body one degree, taking as the unit of measure the quantity required to raise the same weight of water from zero to one degree; thus, the specific heat of mercury is 0.033, that of water being 1.000. -- Specific inductive capacity (Physics), the effect of a dielectric body in producing static electric induction as compared with that of some other body or bodies referred to as a standard. -- Specific legacy (Law), a bequest of a particular thing, as of a particular animal or piece of furniture, specified and distinguished from all others. Wharton. Burrill. -- Specific name (Nat., Hist.), the name which, appended to the name of the genus, constitutes the distinctive name of the species; -- originally applied by Linnæus to the essential character of the species, or the essential difference. The present specific name he at first called the trivial name. -- Specific performance (Law), the peformance of a contract or agreement as decreed by a court of equity.\n\n1. (Med.)  A specific remedy. See Specific, a., 3. His parents were weak enough to believe that the royal touch was a specific for this malady. Macaulay. 2. Anything having peculiar adaption to the purpose to which it is applied. Dr. H. More.
specifical |Specific. Bacon.
specifically |In a specific manner.
specificalness |The quality of being specific.
specificate |To show, mark, or designate the species, or the distinguishing particulars of; to specify. [Obs.] ir M. Hale.
specification |1. The act of specifying or determining by a mark or limit; notation of limits. This specification or limitation of the question hinders the disputers from wandering away from the precise point of inquiry. I. Watts. 2. The designation of particulars; particular mention; as, the specification of a charge against an officer. 3. A written statement containing a minute description or enumeration of particulars, as of charges against a public officer, the terms of a contract, the description of an invention, as in a patent; also, a single article, item, or particular, an allegation of a specific act, as in a charge of official misconduct.
specificness |The quality or state of being specific.
specify |To mention or name, as a particular thing; to designate in words so as to distinguish from other things; as, to specify the uses of a plant; to specify articles purchased. He has there given us an exact geography of Greece, where the countries and the uses of their soils are specified. Pope.
specillum |See Stylet, 2.
specimen |A part, or small portion, of anything, or one of a number of things, intended to exhibit the kind and quality of the whole, or of what is not exhibited; a sample; as, a specimen of a man's handwriting; a specimen of painting; aspecimen of one's art. Syn. -- Sample; model; pattern. -- Specimen, Sample. A specimen is a representative of the class of things to which it belongs; as, a specimen of photography. A sample is a part of the thing itself, designed to show the quality of the whole; as, a sample of sugar or of broadcloth. A cabinet of minerals consists of specimens; if a part be broken off from any one of these, it is a sample of the mineral to which it belongs. \"Several persons have exhibited specimens of this art before multitudes of beholders.\" Addison. \"I design this but for a sample of what I hope more fully to discuss.\" Woodward.
speciosity |1. The quality or state of being specious; speciousness. Professions built so largely on speciosity, instead of performance. Carlyle. 2. That which is specious. Dr. H. More.
specious |1. Presenting a pleasing appearance; pleasing in form or look; showy. Some [serpents] specious and beautiful to the eye. Bp. Richardson. The rest, far greater part, Will deem in outward rites and specious forms Religion satisfied. Milton. 2. Apparently right; superficially fair, just, or correct, but not so in reality; appearing well at first view; plausible; as, specious reasoning; a specious argument. Misled for a moment by the specious names of religion, liberty, and property. Macaulay. In consequence of their greater command of specious expression. J. Morley. Syn. -- Plausible; showy; ostensible; colorable; feasible. See Plausible. -- Spe\"xious*ly, adv. -- Spe\"cious*ness, n.
speck |The blubber of whales or other marine mammals; also, the fat of the hippopotamus. Speck falls (Naut.), falls or ropes rove through blocks for hoisting the blubber and bone of whales on board a whaling vessel.\n\n1. A small discolored place in or on anything, or a small place of a color different from that of the main substance; a spot; a stain; a blemish; as, a speck on paper or loth; specks of decay in fruit. \"Gray sand, with black specks.\" Anson. 2. A very small thing; a particle; a mite; as, specks of dust; he has not a speck of money. Many bright specks bubble up along the blue Egean. Landor. 3. (Zoöl.)  A small etheostomoid fish (Ulocentra stigmæa) common in the Eastern United States.\n\nTo cause the presence of specks upon or in, especially specks regarded as defects or blemishes; to spot; to speckle; as, paper specked by impurities in the water used in its manufacture. Carnation, purple, azure, or specked with gold. Milton.
speckle |A little or spot in or anything, of a different substance or color from that of the thing itself. An huge great serpent, all with speckles pied. Spebser.\n\nTo mark with small spots of a different color from that of the rest of the surface; to variegate with spots of a different color from the ground or surface.
speckled |Marked or variegated with small spots of a different color from that of the rest of the surface. Speckled Indians (Ethnol.), the Pintos. -- Speckled trout. (Zoöl.) (a) The common American brook trout. See Trout. (b) The rainbow trout.
speckled-belly |The gadwall. [Local, U.S.]
speckled-bill |The American white-fronted goose (Anser albifrons).
speckledness |The quality of being speckled.
specksioneer |The chief harpooner, who also directs in cutting up the speck, or blubber; -- so called among whalers.
speckt |A woodpecker. See Speight.
spectacle |1. Something exhibited to view; usually, something presented to view as extraordinary, or as unusual and worthy of special notice; a remarkable or noteworthy sight; a show; a pageant; a gazingstock. O, piteous spectacle O, bloody times! Shak. 2. A spy-glass; a looking-glass. [Obs.] Poverty a spectacle is, as thinketh me, Through which he may his very friends see. Chaucer. 3. pl.  An optical instrument consisting of two lenses set in a light frame, and worn to assist sight, to obviate some defect in the organs of vision, or to shield the eyes from bright light. 4. pl.  Fig.: An aid to the intellectual sight. Shakespeare . . . needed not the spectacles of books to read nature. Dryden. Syn. -- Show; sight; exhibition; representation; pageant.
spectacled |1. Furnished with spectacles; wearing spectacles. As spectacled she sits in chimney nook. Keats. 2. (Zoöl.)  Having the eyes surrounded by color markings, or patches of naked skin, resembling spectacles. Spectacled bear (Zoöl.), a South American bear (Tremarclos ornatus) which inhabits the high mountains of Chili and Peru. It has a light-colored ring around each eye. -- Spectacled coot, or Spectacled duck (Zoöl.), the surf scoter, or surf duck. [Local, U.S.] -- Spectacled eider (Zoöl.) See Eider. -- Spectacled goose (Zoöl.), the gannet. -- Spectacled snake (Zoöl.), the cobra de capello.
spectacular |1. Of or pertaining to a shows; of the nature of a show. \"Spectacular sports.\" G. Hickes. 2. Adapted to excite wonder and admiration by a display of pomp or of scenic effects; as, a spectacular celebration of some event; a spectacular play. 3. Pertaining to spectacles, or glasses for the eyes.
spectant |Looking forward.
spectation |Regard; aspect; appearance. Harvey.
spectator |One who on; one who sees or beholds; a beholder; one who is personally present at, and sees, any exhibition; as, the spectators at a show. \"Devised and played to take spectators.\" Shak. Syn. -- Looker-on; beholder; observer; witness.
spectatorial |Of or pertaining to a spectator. Addison.
spectatorship |1. The office or quality of a spectator. [R.] Addison. 2. The act of beholding. [Obs.] Shak.
spectatress |A female beholder or looker-on. \"A spectatress of the whole scene.\" Jeffrey.
spectatrix |A female beholder or looker-on. \"A spectatress of the whole scene.\" Jeffrey.
specter |1. Something preternaturally visible; an apparition; a ghost; a phantom. The ghosts of traitors from the bridge descend, With bold fanatic specters to rejoice. Dryden. 2. (Zoöl.) (a) The tarsius. (b) A stick insect. Specter bat (Zoöl.), any phyllostome bat. -- Specter candle (Zoöl.), a belemnite. -- Specter shrimp (Zoöl.), a skeleton shrimp. See under Skeleton.
spectioneer |Same as Specsioneer.
spectral |1. Of or pertaining to a specter; ghosty. He that feels timid at the spectral form of evil is not the man to spread light. F. W. Robertson. 2. (Opt.)  Of or pertaining to the spectrum; made by the spectrum; as, spectral colors; spectral analysis. Spectral lemur. (Zoöl.) See Tarsius.
spectrally |In the form or manner of a specter.
spectre |1. Something preternaturally visible; an apparition; a ghost; a phantom. The ghosts of traitors from the bridge descend, With bold fanatic specters to rejoice. Dryden. 2. (Zoöl.) (a) The tarsius. (b) A stick insect. Specter bat (Zoöl.), any phyllostome bat. -- Specter candle (Zoöl.), a belemnite. -- Specter shrimp (Zoöl.), a skeleton shrimp. See under Skeleton.\n\nSee Specter.
spectrobolometer |A combination of spectroscope and bolometer for determining the distribution of energy in a spectrum. --Spec`tro*bo`lo*met\"ric (#), a.
spectroelectric |Pert. to or designating any form of spark tube the electric discharge within which is used in spectroscopic observations.
spectrogram |A photograph, map, or diagram of a spectrum.
spectrograph |(a) An apparatus for photographing or mapping a spectrum. (b) A photograph or picture of a spectrum. -- Spec`tro*graph\"ic (#), a. --Spec`tro*graph\"ic*al*ly (#), adv. --Spec*trog\"ra*phy (#), n.
spectroheliogram |A photograph of the sun made by monochromatic light, usually of the calcium line (k), and showing the sun's faculæ and prominences.
spectroheliograph |An apparatus for making spectroheliograms, consisting of a spectroscopic camera used in combination with a telescope, and provided with clockwork for moving the  sun's image across the slit. -- Spec`tro*he`li*o*graph\"ic (#), a.
spectrological |Of or pertaining to spectrology; as, spectrological studies or experiments. -- Spec`tro*log\"ic*al*ly, adv.
spectrology |The science of spectrum analysis in any or all of its relations and applications.
spectrometer |A spectroscope fitted for measurements of the luminious spectra observed with it.
spectrometry |Art or process of using the spectrometer, or of measuring wave lengths of rays of a spectrum. -- Spec`tro*met\"ric (#), a.
spectrophone |An instrument constructed on the principle of the photophone and used in spectrum analysis as an adjunct to the spectroscope. -- Spec`tro*phon\"ic (#), a.
spectrophotometer |An instrument for measuring or comparing the intensites of the colors of the spectrum.
spectrophotometry |The art of comparing, photometrically, the brightness of two spectra, wave length by wave length; the use of the spectrophotometer. --Spec`tro*pho`to*met\"ric (#), a.
spectroscope |An optical instrument for forming and examining spectra (as that of solar light, or those produced by flames in which different substances are volatilized), so as to determine, from the position of the spectral lines, the composition of the substance.
spectroscopic |Of or pertaining to a spectroscope, or spectroscopy. -- Spec`tro*scop\"ic*al*ly, adv.
